,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9077
balance_train_Cutoff,0.4177
balance_train_Acc,0.9286
balance_train_MCC,0.8611
balance_train_Sen,0.9762
balance_train_Spe,0.8810
balance_train_PPV,0.8913
balance_train_NPV,0.9737
balance_train_Youden Index,0.8571
balance_train_AUC,0.9235
balance_train_95% CIs,[0.8773-0.9696]
balance_train_Std,0.0235
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8553
train_Cutoff,0.4177
train_Acc,0.9134
train_MCC,0.8254
train_Sen,0.9767
train_Spe,0.8810
train_PPV,0.8077
train_NPV,0.9867
train_Youden Index,0.8577
train_AUC,0.9277
train_95% CIs,[0.8760-0.9795]
train_Std,0.0264
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7650
test_Cutoff,0.4854
test_Acc,0.9091
test_MCC,0.8021
test_Sen,0.8947
test_Spe,0.9167
test_PPV,0.8500
test_NPV,0.9429
test_Youden Index,0.8114
test_AUC,0.9313
test_95% CIs,[0.8598-1.0000]
test_Std,0.0365
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9310
cv_train_Cutoff,0.5344
cv_train_Acc,0.9137
cv_train_MCC,0.8274
cv_train_Sen,0.9167
cv_train_Spe,0.9107
cv_train_PPV,0.9112
cv_train_NPV,0.9162
cv_train_Youden Index,0.8274
cv_train_AUC,0.9480
cv_train_95% CIs,[0.9301-0.9659]
cv_train_Std,0.0091
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.8221
cv_val_Cutoff,0.5000
cv_val_Acc,0.8504
cv_val_MCC,0.6725
cv_val_Sen,0.8140
cv_val_Spe,0.8690
cv_val_PPV,0.7609
cv_val_NPV,0.9012
cv_val_Youden Index,0.6830
cv_val_AUC,0.8898
cv_val_95% CIs,[0.8241-0.9555]
cv_val_Std,0.0335
