,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8139
balance_train_Cutoff,0.5674
balance_train_Acc,0.7917
balance_train_MCC,0.5834
balance_train_Sen,0.7857
balance_train_Spe,0.7976
balance_train_PPV,0.7952
balance_train_NPV,0.7882
balance_train_Youden Index,0.5833
balance_train_AUC,0.8285
balance_train_95% CIs,[0.7646-0.8924]
balance_train_Std,0.0326
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7089
train_Cutoff,0.5000
train_Acc,0.7795
train_MCC,0.5679
train_Sen,0.8605
train_Spe,0.7381
train_PPV,0.6271
train_NPV,0.9118
train_Youden Index,0.5986
train_AUC,0.8344
train_95% CIs,[0.7581-0.9108]
train_Std,0.0390
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6807
test_Cutoff,0.6023
test_Acc,0.8364
test_MCC,0.6431
test_Sen,0.7895
test_Spe,0.8611
test_PPV,0.7500
test_NPV,0.8857
test_Youden Index,0.6506
test_AUC,0.8728
test_95% CIs,[0.7789-0.9667]
test_Std,0.0479
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8901
cv_train_Cutoff,0.4434
cv_train_Acc,0.8482
cv_train_MCC,0.7030
cv_train_Sen,0.9167
cv_train_Spe,0.7798
cv_train_PPV,0.8063
cv_train_NPV,0.9034
cv_train_Youden Index,0.6964
cv_train_AUC,0.9061
cv_train_95% CIs,[0.8830-0.9292]
cv_train_Std,0.0118
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7735
cv_val_Cutoff,0.3998
cv_val_Acc,0.8189
cv_val_MCC,0.6299
cv_val_Sen,0.8605
cv_val_Spe,0.7976
cv_val_PPV,0.6852
cv_val_NPV,0.9178
cv_val_Youden Index,0.6581
cv_val_AUC,0.8693
cv_val_95% CIs,[0.8016-0.9371]
cv_val_Std,0.0346
