,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.7972
balance_train_Cutoff,0.5807
balance_train_Acc,0.8631
balance_train_MCC,0.7275
balance_train_Sen,0.8929
balance_train_Spe,0.8333
balance_train_PPV,0.8427
balance_train_NPV,0.8861
balance_train_Youden Index,0.7262
balance_train_AUC,0.8678
balance_train_95% CIs,[0.8080-0.9275]
balance_train_Std,0.0305
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.6688
train_Cutoff,0.5412
train_Acc,0.8346
train_MCC,0.6716
train_Sen,0.9070
train_Spe,0.7976
train_PPV,0.6964
train_NPV,0.9437
train_Youden Index,0.7046
train_AUC,0.8624
train_95% CIs,[0.7946-0.9302]
train_Std,0.0346
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.7967
test_Cutoff,0.4496
test_Acc,0.8182
test_MCC,0.6422
test_Sen,0.8947
test_Spe,0.7778
test_PPV,0.6800
test_NPV,0.9333
test_Youden Index,0.6725
test_AUC,0.8918
test_95% CIs,[0.8100-0.9736]
test_Std,0.0417
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8655
cv_train_Cutoff,0.4384
cv_train_Acc,0.7991
cv_train_MCC,0.6064
cv_train_Sen,0.8810
cv_train_Spe,0.7173
cv_train_PPV,0.7570
cv_train_NPV,0.8577
cv_train_Youden Index,0.5982
cv_train_AUC,0.8701
cv_train_95% CIs,[0.8434-0.8968]
cv_train_Std,0.0136
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.7554
cv_val_Cutoff,0.4823
cv_val_Acc,0.8268
cv_val_MCC,0.6233
cv_val_Sen,0.7907
cv_val_Spe,0.8452
cv_val_PPV,0.7234
cv_val_NPV,0.8875
cv_val_Youden Index,0.6359
cv_val_AUC,0.8588
cv_val_95% CIs,[0.7858-0.9318]
cv_val_Std,0.0372
