,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9132
balance_train_Cutoff,0.5645
balance_train_Acc,0.8988
balance_train_MCC,0.7977
balance_train_Sen,0.9048
balance_train_Spe,0.8929
balance_train_PPV,0.8941
balance_train_NPV,0.9036
balance_train_Youden Index,0.7976
balance_train_AUC,0.9240
balance_train_95% CIs,[0.8783-0.9698]
balance_train_Std,0.0233
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.8623
train_Cutoff,0.5333
train_Acc,0.8898
train_MCC,0.7660
train_Sen,0.9070
train_Spe,0.8810
train_PPV,0.7959
train_NPV,0.9487
train_Youden Index,0.7879
train_AUC,0.9275
train_95% CIs,[0.8738-0.9811]
train_Std,0.0274
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.8017
test_Cutoff,0.6930
test_Acc,0.9273
test_MCC,0.8379
test_Sen,0.8421
test_Spe,0.9722
test_PPV,0.9412
test_NPV,0.9211
test_Youden Index,0.8143
test_AUC,0.9459
test_95% CIs,[0.8829-1.0000]
test_Std,0.0322
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9178
cv_train_Cutoff,0.5889
cv_train_Acc,0.9033
cv_train_MCC,0.8070
cv_train_Sen,0.8869
cv_train_Spe,0.9196
cv_train_PPV,0.9169
cv_train_NPV,0.8905
cv_train_Youden Index,0.8065
cv_train_AUC,0.9405
cv_train_95% CIs,[0.9208-0.9601]
cv_train_Std,0.0100
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.8194
cv_val_Cutoff,0.6383
cv_val_Acc,0.8661
cv_val_MCC,0.6995
cv_val_Sen,0.7907
cv_val_Spe,0.9048
cv_val_PPV,0.8095
cv_val_NPV,0.8941
cv_val_Youden Index,0.6955
cv_val_AUC,0.8953
cv_val_95% CIs,[0.8340-0.9567]
cv_val_Std,0.0313
