,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.5367
balance_train_Cutoff,0.4836
balance_train_Acc,0.6488
balance_train_MCC,0.3055
balance_train_Sen,0.7619
balance_train_Spe,0.5357
balance_train_PPV,0.6214
balance_train_NPV,0.6923
balance_train_Youden Index,0.2976
balance_train_AUC,0.6164
balance_train_95% CIs,[0.5290-0.7037]
balance_train_Std,0.0446
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.3890
train_Cutoff,0.5074
train_Acc,0.6535
train_MCC,0.2911
train_Sen,0.6512
train_Spe,0.6548
train_PPV,0.4912
train_NPV,0.7857
train_Youden Index,0.3059
train_AUC,0.6315
train_95% CIs,[0.5322-0.7308]
train_Std,0.0507
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.4839
test_Cutoff,0.4522
test_Acc,0.5818
test_MCC,0.4042
test_Sen,1.0000
test_Spe,0.3611
test_PPV,0.4524
test_NPV,1.0000
test_Youden Index,0.3611
test_AUC,0.6023
test_95% CIs,[0.4490-0.7556]
test_Std,0.0782
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.6922
cv_train_Cutoff,0.4603
cv_train_Acc,0.6518
cv_train_MCC,0.3186
cv_train_Sen,0.8036
cv_train_Spe,0.5000
cv_train_PPV,0.6164
cv_train_NPV,0.7179
cv_train_Youden Index,0.3036
cv_train_AUC,0.7031
cv_train_95% CIs,[0.6643-0.7418]
cv_train_Std,0.0198
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.4310
cv_val_Cutoff,0.4601
cv_val_Acc,0.5748
cv_val_MCC,0.2360
cv_val_Sen,0.7674
cv_val_Spe,0.4762
cv_val_PPV,0.4286
cv_val_NPV,0.8000
cv_val_Youden Index,0.2436
cv_val_AUC,0.6315
cv_val_95% CIs,[0.5321-0.7309]
cv_val_Std,0.0507
