,Coef
PCA_feature_2,-0.7505475818201173
PCA_feature_13,-1.2892254029261196
PCA_feature_14,-1.7419873253359064
PCA_feature_129,3.663357522172766e-15
PCA_feature_136,9.32519904481274e-16
PCA_feature_137,-4.739379045297583e-16
PCA_feature_138,-2.811088087842457e-15
PCA_feature_148,-2.0569476262112688e-15
PCA_feature_149,6.004291222323427e-16
PCA_feature_150,-3.3388754320539977e-15
PCA_feature_163,-6.809024763240519e-16
PCA_feature_167,3.4197075311433093e-16
