,Coef
PCA_feature_2,-0.09668555420677905
PCA_feature_3,0.1140131382021714
PCA_feature_10,-0.22215488022627206
PCA_feature_11,0.2692970492134297
PCA_feature_129,-1.2544917586245966e-15
PCA_feature_131,-1.537797450079809e-14
PCA_feature_132,3.840862026955363e-15
PCA_feature_133,2.73420665952113e-14
PCA_feature_139,-1.2317711283608332e-14
PCA_feature_140,-1.703166726603584e-15
PCA_feature_154,7.308423153963582e-15
