,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8708
balance_train_Cutoff,0.4403
balance_train_Acc,0.9048
balance_train_MCC,0.8116
balance_train_Sen,0.9405
balance_train_Spe,0.8690
balance_train_PPV,0.8778
balance_train_NPV,0.9359
balance_train_Youden Index,0.8095
balance_train_AUC,0.9301
balance_train_95% CIs,[0.8871-0.9732]
balance_train_Std,0.0220
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7852
train_Cutoff,0.4403
train_Acc,0.8819
train_MCC,0.7517
train_Sen,0.9070
train_Spe,0.8690
train_PPV,0.7800
train_NPV,0.9481
train_Youden Index,0.7760
train_AUC,0.9186
train_95% CIs,[0.8636-0.9736]
train_Std,0.0281
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6736
test_Cutoff,0.3854
test_Acc,0.8000
test_MCC,0.6141
test_Sen,0.8947
test_Spe,0.7500
test_PPV,0.6538
test_NPV,0.9310
test_Youden Index,0.6447
test_AUC,0.8421
test_95% CIs,[0.7283-0.9559]
test_Std,0.0581
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.9468
cv_train_Cutoff,0.4918
cv_train_Acc,0.9420
cv_train_MCC,0.8853
cv_train_Sen,0.9702
cv_train_Spe,0.9137
cv_train_PPV,0.9183
cv_train_NPV,0.9685
cv_train_Youden Index,0.8839
cv_train_AUC,0.9627
cv_train_95% CIs,[0.9476-0.9778]
cv_train_Std,0.0077
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6633
cv_val_Cutoff,0.5273
cv_val_Acc,0.8346
cv_val_MCC,0.6288
cv_val_Sen,0.7442
cv_val_Spe,0.8810
cv_val_PPV,0.7619
cv_val_NPV,0.8706
cv_val_Youden Index,0.6251
cv_val_AUC,0.8342
cv_val_95% CIs,[0.7546-0.9137]
cv_val_Std,0.0406
