,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.6462
balance_train_Cutoff,0.4388
balance_train_Acc,0.6726
balance_train_MCC,0.3715
balance_train_Sen,0.8571
balance_train_Spe,0.4881
balance_train_PPV,0.6261
balance_train_NPV,0.7736
balance_train_Youden Index,0.3452
balance_train_AUC,0.6797
balance_train_95% CIs,[0.5984-0.7610]
balance_train_Std,0.0415
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.4789
train_Cutoff,0.4983
train_Acc,0.6535
train_MCC,0.3113
train_Sen,0.6977
train_Spe,0.6310
train_PPV,0.4918
train_NPV,0.8030
train_Youden Index,0.3286
train_AUC,0.6794
train_95% CIs,[0.5846-0.7742]
train_Std,0.0484
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.5415
test_Cutoff,0.5226
test_Acc,0.6909
test_MCC,0.3631
test_Sen,0.6842
test_Spe,0.6944
test_PPV,0.5417
test_NPV,0.8065
test_Youden Index,0.3787
test_AUC,0.7383
test_95% CIs,[0.6053-0.8713]
test_Std,0.0678
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.7783
cv_train_Cutoff,0.4871
cv_train_Acc,0.7188
cv_train_MCC,0.4470
cv_train_Sen,0.8214
cv_train_Spe,0.6161
cv_train_PPV,0.6815
cv_train_NPV,0.7753
cv_train_Youden Index,0.4375
cv_train_AUC,0.7832
cv_train_95% CIs,[0.7490-0.8173]
cv_train_Std,0.0174
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.6181
cv_val_Cutoff,0.5059
cv_val_Acc,0.7402
cv_val_MCC,0.4375
cv_val_Sen,0.6744
cv_val_Spe,0.7738
cv_val_PPV,0.6042
cv_val_NPV,0.8228
cv_val_Youden Index,0.4482
cv_val_AUC,0.7650
cv_val_95% CIs,[0.6770-0.8529]
cv_val_Std,0.0449
