,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.9964
balance_train_Cutoff,0.5048
balance_train_Acc,0.9702
balance_train_MCC,0.9405
balance_train_Sen,0.9643
balance_train_Spe,0.9762
balance_train_PPV,0.9759
balance_train_NPV,0.9647
balance_train_Youden Index,0.9405
balance_train_AUC,0.9962
balance_train_95% CIs,[0.9918-1.0000]
balance_train_Std,0.0022
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.9905
train_Cutoff,0.5048
train_Acc,0.9685
train_MCC,0.9297
train_Sen,0.9535
train_Spe,0.9762
train_PPV,0.9535
train_NPV,0.9762
train_Youden Index,0.9297
train_AUC,0.9947
train_95% CIs,[0.9879-1.0000]
train_Std,0.0035
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.4697
test_Cutoff,0.4924
test_Acc,0.7455
test_MCC,0.5104
test_Sen,0.8421
test_Spe,0.6944
test_PPV,0.5926
test_NPV,0.8929
test_Youden Index,0.5365
test_AUC,0.7515
test_95% CIs,[0.6218-0.8812]
test_Std,0.0662
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,1.0000
cv_train_Cutoff,0.5030
cv_train_Acc,0.9985
cv_train_MCC,0.9970
cv_train_Sen,0.9970
cv_train_Spe,1.0000
cv_train_PPV,1.0000
cv_train_NPV,0.9970
cv_train_Youden Index,0.9970
cv_train_AUC,1.0000
cv_train_95% CIs,[1.0000-1.0000]
cv_train_Std,0.0000
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.5888
cv_val_Cutoff,0.4786
cv_val_Acc,0.7480
cv_val_MCC,0.5215
cv_val_Sen,0.8605
cv_val_Spe,0.6905
cv_val_PPV,0.5873
cv_val_NPV,0.9062
cv_val_Youden Index,0.5509
cv_val_AUC,0.8038
cv_val_95% CIs,[0.7244-0.8833]
cv_val_Std,0.0405
