,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.8729
balance_train_Cutoff,0.6638
balance_train_Acc,0.7976
balance_train_MCC,0.5995
balance_train_Sen,0.7381
balance_train_Spe,0.8571
balance_train_PPV,0.8378
balance_train_NPV,0.7660
balance_train_Youden Index,0.5952
balance_train_AUC,0.8621
balance_train_95% CIs,[0.8073-0.9169]
balance_train_Std,0.0280
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.7016
train_Cutoff,0.5501
train_Acc,0.7480
train_MCC,0.4510
train_Sen,0.6744
train_Spe,0.7857
train_PPV,0.6170
train_NPV,0.8250
train_Youden Index,0.4601
train_AUC,0.7915
train_95% CIs,[0.7076-0.8755]
train_Std,0.0428
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.6694
test_Cutoff,0.1438
test_Acc,0.8182
test_MCC,0.5927
test_Sen,0.5263
test_Spe,0.9722
test_PPV,0.9091
test_NPV,0.7955
test_Youden Index,0.4985
test_AUC,0.7792
test_95% CIs,[0.6468-0.9117]
test_Std,0.0676
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.8357
cv_train_Cutoff,0.5317
cv_train_Acc,0.7917
cv_train_MCC,0.5840
cv_train_Sen,0.8155
cv_train_Spe,0.7679
cv_train_PPV,0.7784
cv_train_NPV,0.8063
cv_train_Youden Index,0.5833
cv_train_AUC,0.8530
cv_train_95% CIs,[0.8247-0.8813]
cv_train_Std,0.0144
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.4338
cv_val_Cutoff,0.0179
cv_val_Acc,0.6535
cv_val_MCC,0.3326
cv_val_Sen,0.7442
cv_val_Spe,0.6071
cv_val_PPV,0.4923
cv_val_NPV,0.8226
cv_val_Youden Index,0.3513
cv_val_AUC,0.6355
cv_val_95% CIs,[0.5291-0.7419]
cv_val_Std,0.0543
