,Value
balance_train_Number,168
balance_train_PosNum,84
balance_train_NegNum,84
balance_train_AUC-PR,0.7144
balance_train_Cutoff,0.2120
balance_train_Acc,0.7619
balance_train_MCC,0.5957
balance_train_Sen,1.0000
balance_train_Spe,0.5238
balance_train_PPV,0.6774
balance_train_NPV,1.0000
balance_train_Youden Index,0.5238
balance_train_AUC,0.7895
balance_train_95% CIs,[0.7204-0.8587]
balance_train_Std,0.0353
train_Number,127
train_PosNum,43
train_NegNum,84
train_AUC-PR,0.5650
train_Cutoff,0.2120
train_Acc,0.6850
train_MCC,0.5209
train_Sen,1.0000
train_Spe,0.5238
train_PPV,0.5181
train_NPV,1.0000
train_Youden Index,0.5238
train_AUC,0.7954
train_95% CIs,[0.7200-0.8708]
train_Std,0.0385
test_Number,55
test_PosNum,19
test_NegNum,36
test_AUC-PR,0.5155
test_Cutoff,0.1882
test_Acc,0.6727
test_MCC,0.5067
test_Sen,1.0000
test_Spe,0.5000
test_PPV,0.5135
test_NPV,1.0000
test_Youden Index,0.5000
test_AUC,0.7705
test_95% CIs,[0.6480-0.8930]
test_Std,0.0625
cv_train_Number,672
cv_train_PosNum,336
cv_train_NegNum,336
cv_train_AUC-PR,0.5536
cv_train_Cutoff,0.4954
cv_train_Acc,0.6964
cv_train_MCC,0.4390
cv_train_Sen,0.9196
cv_train_Spe,0.4732
cv_train_PPV,0.6358
cv_train_NPV,0.8548
cv_train_Youden Index,0.3929
cv_train_AUC,0.6257
cv_train_95% CIs,[0.5818-0.6696]
cv_train_Std,0.0224
cv_val_Number,127
cv_val_PosNum,43
cv_val_NegNum,84
cv_val_AUC-PR,0.3637
cv_val_Cutoff,0.4550
cv_val_Acc,0.5748
cv_val_MCC,0.3574
cv_val_Sen,0.9535
cv_val_Spe,0.3810
cv_val_PPV,0.4409
cv_val_NPV,0.9412
cv_val_Youden Index,0.3344
cv_val_AUC,0.5975
cv_val_95% CIs,[0.4992-0.6957]
cv_val_Std,0.0501
