,label,PCA_feature_3,PCA_feature_10,PCA_feature_129,PCA_feature_131
1,1.0,22.530387107943348,-8.512075923895434,1.582067810090848e-15,4.440892098500626e-16
2,1.0,34.37969619191428,-0.47260682391770603,2.1371793224034263e-15,-2.1094237467877974e-15
2,0.0,-4.030280480650442,1.2663202116322623,1.2212453270876722e-15,-2.0122792321330962e-15
3,0.0,-10.457337549334719,0.9072705788684886,-1.5265566588595902e-16,-2.636779683484747e-16
4,0.0,-15.016616969710784,-0.12777851826741826,-5.828670879282072e-16,8.326672684688674e-17
5,0.0,12.25635266614403,2.6052774534942444,-1.6930901125533637e-15,1.7139067942650854e-15
5,1.0,-5.570592956764211,0.9420826920976524,1.2038980923279041e-15,-4.926614671774132e-16
7,0.0,-13.957475739768627,3.966327505916876,3.7470027081099033e-16,4.85722573273506e-16
7,1.0,-7.108741620284428,-0.1821574708265206,1.0685896612017132e-15,-9.228728892196614e-16
8,1.0,-8.187356731638493,-2.38996623083798,1.3079815008865125e-15,-2.706168622523819e-16
9,0.0,6.757358926328597,10.95173007057262,-3.497202527569243e-15,6.328271240363392e-15
10,1.0,11.951006727543882,-5.324446964794673,-3.774758283725532e-15,3.649858193455202e-15
11,1.0,-7.6435775953978675,-1.2905157352946242,2.0469737016526324e-16,1.3877787807814457e-16
11,0.0,-0.832737928835142,9.774054267253018,-3.219646771412954e-15,2.1788126858268697e-15
12,1.0,7.025139716703988,-1.757588190700068,-1.5265566588595902e-15,1.1102230246251565e-15
13,0.0,5.892691397010167,3.932308019587314,-3.3653635433950058e-15,2.6645352591003757e-15
13,1.0,3.752443227956284,-1.8795708472382318,-3.608224830031759e-15,8.881784197001252e-16
16,1.0,4.0616414260344555,-4.391765188481473,4.649058915617843e-16,-2.0816681711721685e-17
16,0.0,-17.773352285261133,2.0218789746732795,1.249000902703301e-16,-1.2004286453759505e-15
17,1.0,3.949183249362618,-1.3975196264218828,1.6566609195578508e-15,2.0816681711721685e-15
17,0.0,-5.930732841647412,7.48745306959278,-1.1379786002407855e-15,5.689893001203927e-16
18,1.0,-3.618688830225743,-3.303225945427295,1.3322676295501878e-15,7.077671781985373e-16
18,0.0,14.105391365313107,7.840969547770214,-1.3877787807814457e-15,2.4980018054066022e-15
19,1.0,8.509448401353094,-1.2795900014775223,1.1657341758564144e-15,-3.885780586188048e-16
19,0.0,-19.380880548218407,0.49444280237182014,2.3869795029440866e-15,2.7408630920433552e-15
20,0.0,-10.968484579875305,1.0746037195972262,1.1379786002407855e-15,-1.7486012637846216e-15
20,1.0,6.730154175306302,-5.593730680225662,1.582067810090848e-15,1.9081958235744878e-16
21,0.0,-20.907911013696282,-1.4600941718374172,-8.187894806610529e-16,-2.96637714392034e-16
21,1.0,-5.350835435246644,-3.7975361361408995,-1.0824674490095276e-15,-2.220446049250313e-16
22,0.0,19.938035020869883,1.6431317533846408,-4.9404924595819466e-15,4.773959005888173e-15
22,1.0,6.403486560666575,1.494248413191957,1.429412144204889e-15,-2.3071822230491534e-16
23,1.0,19.07110791414616,-0.4748413248741145,6.800116025829084e-16,-1.3183898417423734e-15
23,0.0,-2.109202742620304,3.334284852307961,1.2628786905111156e-15,1.3877787807814457e-16
24,0.0,-16.090905342686384,-10.473601806853823,5.967448757360216e-16,6.192962809237201e-16
24,1.0,11.166337991513627,-1.7534010588054765,1.2212453270876722e-15,-2.220446049250313e-16
25,0.0,-15.633493051881077,4.425060951326931,-3.122502256758253e-16,3.95516952522712e-16
27,0.0,-10.430777800481074,3.56632482084712,7.632783294297951e-16,1.4779844015322396e-15
